sentence,label
It is a brave architect that can get his hands dirty as gaudi did.,Positive
It depends on individual that how a software engineer maintains his/her life being an mt at cil.,Neutral
Is there an instance where a programmer lost his eyesight after long hours of staring at computer screen?,Positive
Is sonia gandhi above india and can't a journalist question her.,Negative
Is less about how my child behaves (providing weekly counsel via sunday sermons) and more about how being a pastor alters his or her beliefs.,Neutral
Is it possible that a psychologist marries his patient?,Positive
Is it okay for me to refuse a personal trainer and his client work in with me if i don't feel comfortable doing that?,Positive
Is it okay for a dentist to lie to his patient & have his patient visit him for no reason?,Positive
Is it lawful for church members to have a pastor removed from his position in the church?,Positive
Is it illegal for a teacher to have his shirt off in front of his students?,Positive
Is it appropriate for me to call out a teacher on her actions if she is calling other students 'problems'?,Positive
Is it a good idea for a software engineer to change his/her technology stack?,Neutral
"Is i email a professor by his first name and then email him by ""professor x"", does he usually mind?",Positive
"Is about to describe yourself and no other guy can describe you better than you do , so if a rapper not writing his lyrics then he is not a damm rapper.",Positive
Is a dj separate his original track into parts and play altogether?,Positive
"In the early 70's, a programmer would keypunch his computer program using 80 column punch cards.",Positive
"In other words, her role is not going out and gathering news each day to deliver in an objective and non-biased manner, as a journalist does. her role is.",Negative
In my opinion he is more of a brand than a rapper due to his numerous succsesfull collabs with other brands such as macdonalds ps5 and his many nike collabs.,Negative
"In my film school, if i wanted to ask a question to a specific filmmaker on one of his films, it was certainly feasible.",Positive
"In my dream, i offered a mad woman a bread, she took it and said a pastor should pray for her, so many people came and she refused and came to me and i.",Negative
"In movies, a surgeon just sticks out his hand without looking while barking ""scalpel”.",Positive
"In france, if you pay a software engineer 50k€, his actual net salary will be 38k€ but the cost for the company is around 72k€.",Positive
"If yoda (from star wars) was a programmer, what would his code look like?",Negative
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",Negative
