,word_id,word,up_votes,down_votes,author,definition
2153891,6219498,Herman Cain,117,279,23f54fe1,"A joker running for the [GOP] candidacy in the 2012 presidential election. This despite the fact that he's never held office, unfamiliar with U.S./foreign affairs, and having a campaign whose 'ideals' are based on pop-culture references such as [The Sims] and [Pokemon]. Was previously the token president of Godfather's Pizza, where he (allegedly) sexually harassed a number of women, and turned a $300 million-dollar business into a $40 million-dollar business. Also doesn't believe in reading and answers questions with numbers, preferably with three 9's."
2153953,6219680,humanitarian,402,68,e723109e,"Someone very generous, and dedicated to the healing of the world. Or, if you want, someone who gives a shit about the planet."
2156211,6227842,Amanda,142,29,5a3b3c7a,"Amanda is unique, truly special she is. She may be shy at first, so be her friend let her warm up to you, and you will find she is just as warming, with her shining smile that brightens any dark night, her eyes that are the sun that lights the day bright, her nose the core of cuteness, her giggles that make you grin, cascading hair and a personality to match it, fun, wild, sexy, cute, and smart, she is all this and more. Her heart like her, must be handled with care. She is more then a princess, more then a queen, more then a angel, and more then a goddess, she is Amandazing, and she is my BFF, forever, ever and always. Our friendship can withstand anything, and no matter what storm we weather, it will be the structure that always remains, our friendship is pure and true, us meeting, though not as conventional as most, is the first thing I've ever believed to be set in motion by some power greater then myself, you alone give me reason to think there may just be more to this world then what i can see with my eyes, something that can only be felt, within my soul. I was not realy ever a man of belief, but i believe in you, and you give me cause to believe in myself, our friendship, and something more."
2159837,6241464,white woman,543,272,5dccda38,"a term that refers a fair-skinned, caucasian woman, usually with Western Europe ancestry but also found in other parts of the world. Though their skin tone does not vary as much as that of other races and the most common hair and eye color are brown among the group, some possess red or blonde hair and/or varying colored eyes. Although the media, controlled by white men, try to persuade society that this is the ideal woman, men of other cultures still prefer women of their respective culture."
2161331,6246333,going commando,182,143,69ade9ee,"To not wear underwear with pants. Named so because your junk is going in alone, and without support, much like a commando."
2162682,6251452,arman,158,61,cf6a270b,"Means ambition, he's the most funny guy in the world. Loves to LOL dont give a fuck on what people think about him, extremly crazy, sexy, most handsome n charming guy ever. Loyal as fuck, Flirty, caring, honest, hard working, loving, passionate, affectionate, one woman man, friendly, warm, fearless, understanding n very giving. awesome guy ever!"
2163539,6255214,manwhore,103,29,27640806,"Someone who has little to no standards. He will sleep with your mother, sister, daughter, friend, girlfriend, wife and that girl missing a tooth who hangs out at the corner of the bar. He has no self respect, thinks all is justifiable if alcohol is involved. Selective memory because more frequent and is known at the locally among the clinics for he's reacurring STDs."
2164211,6258014,imane,177,64,3d9de55b,a pretty young lady
2165342,6262431,German Muffin,181,19,769b7c80,Nobody really knows. Sounds like a sex position.
2169436,6289826,High maintenance woman,288,56,3cfee1ca,"Has higher than normal expectations; has a greater requirement for affection or attention; has more needs and/or demands and therefore more difficult or challenging. ;; Doesn't equate to money or material possessions alone but may be needy in emotional attention and affection;picky, bratty, likes things her way, takes pride in her appearance, finicky. Usually very well put together and usually independent therefore requiring a lot out of aman to keep up with her."
2172730,6310414,Norman,395,172,496c21ac,Sexiest Man Alive.
2173819,6315356,Birdman,136,41,6ecd0758,An obnoxious 'rapper' from New Orleans. He fails to finish any sentence he starts and 'puts his life down for his son' apparently. His face looks as if it were bashed in at birth and he just looks retarded. He makes an apperance in every lil wayne video. Just look for the person wearing sunglasses surronded by women he most likely drugged.
2174180,6316644,Obamanation,186,100,2bd6d38f,An Obamanation is the destruction of a nation caused by a voter base that believes in the hollow promises of government officials and electoral processes and blindly elects said officials to run civil affairs thus tottaly destroying the hope for change that said voters desired. This may or may not have anything to do with said elected official only that they were at the helm.
2174571,6318320,Guardsman Bob,102,17,36b770f8,"The most mature, gentlemanly player and streamer in League of Legends, a popular Free-to-Play MOBA-style game. Very calm and collected, experienced, always explains his actions and decisions, often goes off on long rants/explanations that pertain to LoL or online gaming in general. He also has a very diverse playlist (completely devoid of dubstep); many people often keep his stream open just to listen. ;; If you enjoy watching people play League of Legends, Guardsman Bob is surely your best bet."
2179541,6333519,German Porn,144,54,49202733,"A game of sexual noises akin to a retro German porn moovie (jaa). ;; To pass the orgasm round players accompany an 'oooooh' with a horizontal fist motion in the direction of passing. To change direction a 'jaaa' accompanied by a triumphant vertical fist movement downwards. To skip a player you say 'Das ist gut'. 'Up die pooper' is used whilst pointing to nominate a random player in the circle.This can be used 3 times. Nominated players can either take it and continue with 'ooooh' or they can refuse with a 'nein!' and a wag of the finger. If refused 3 times the original player must continue with a different action. Finally, if a player shouts 'Sheisse in mein Mund!' the adjacent players must shout 'Wunderbar!' and triumphanty throw their hands in the air. If a player at any point gets the action/ sound wrong or is too slow, they must consume."
2183396,6349496,Iman,197,91,d7c72a7e,A beautiful ;; stupid ;; crazy ;; funny ;; lady ;; uusually has a [BiG] ass ;; always has a boyfriend ;; boys are all over her ;; but when she's in a relationship she stays loyal and faithful ;; doesn't take shit from anyone ;; she will tell you straight up what is going down ;; Everyone needs an Iman in their life!
